Data da opinião,Nota,Título,Conteúdo
jan. de 2022,5,Amamos o hotel,"Recepção incrível tanto da estrutura quanto dos recepcionistas, hotel muito bonito, a sensação é de você realmente estar em um hotel da montanha. Funcionários muito educados, quarto limpo, cheiroso, vista maravilhosa. Banheira espaçosa, ótima para o casal relaxar e descansar. Eu e meu esposo não somos de fazer tantos passeios então para nós curtir o que o hotel oferece, é muito importante. Café da manhã excelente, muitas opções frutas, sucos, tem garçons muito educados, te oferecem omelete e tapioca feitinha na hora. Duas coisas que para mim foram a cereja do bolo foi o chá da tarde e um kit viagem quando vc faz o checkout, amamos muito esse cuidado e esses mimos. A única coisa é que fomos em um final de semana muito quente e no nosso quarto, o ar condicionado não refrescava. Inclusive acordei várias vezes à noite com calor, acho é algo fácil de solucionar. Com certeza voltaremos mais vezes pois em tudo foi perfeito, da próxima vez vamos no inverno pois o hotel tem muito esse clima invernal e eu amo demais."
jan. de 2022,4,Hospedagem,"Prontos positivos: O hotel é lindo! Novo, super limpo e organizado, a cama e espaço são ótimos, o chuveiro é maravilho, localização das melhores, local muito bonito.  Colaboradores muito educados e prestativos, atendimento excepcional.  Café da manhã e da tarde excelentes! Produtos fresquinhos e de qualidade.    Prontos negativos: Pela estrutura do hotel falta isolamento acústica entre paredes e portas, nas duas primeiras noites escutamos bebê chorar ao lado a noite toda, muito desagradável e estressante para quem tem o objetivo de relaxar e descansar.    Ficamos no segundo andar próximo ao elevador e hall de entrada, muito barulho de pessoas e crianças em baixo, dia e noite, portas e paredes sem isolamento dá para escutar as pessoas conversando nos quartos e corredores....    Pena! Porque o hotel e atendimento é maravilhoso! Mas peca nesse quesito, que pela categoria deveria ter! para nós sossego e privacidade no quarto é um item essencial que não pode faltar!"
jan. de 2022,5,Memorável,"O hotel é fantástico, sua equipe muito empática, educada e atenciosa. Os quartos são excelentes em todos os aspectos e o café da manhã um ""mundo a parte"" (rsrsrsrsrs). A Limpeza é algo esperado sempre, mas aqui surpreende de tão bem realizada.  Sempre com um ""mimo"" por parte dos funcionários, chamando atenção a preocupação em nos entregar um kit viagem no check-out.  Nos sentimos em casa e recomendamos."
jan. de 2022,5,Excelente hospedagem,"Hotel aconchegante, pessoal muito receptivo e simpático. Fomos em período do réveillon, hotel lotado e tudo perfeito. No checkin ja temos uma taça de espumante de boas vindas.Cafe da manha sensacional! O Cha da tarde que ocorre de 16h as 17h é um horário difícil de conseguir chegar, devido aos passeios do dia. Poderia ser de 17h as 18h, mas nos 2 dias que conseguimos chegar a tempo, uma delicia! No dia do Reveillon, por nao ter o Cha da tarde nos presentearam com um espumante e duas tacas. Cama muito confortável, hotel silencioso. Para buscarem seu carro na garagem nao demora nem 2 min (para se hospedar nesse hotel, carro é fundamental, devido a distancia ate o centro). Todas as solicitações que fiz a recepção, fui atendida rapidamente"
jan. de 2022,5,"Excelente hotel,impecável e inesquecível!","Fui com meu namorado para passar o ano novo e foi inesquecível! Como chegamos dia 31/12/21 ganhamos uma garrafa de moscatel,e mimos como docinhos no quarto. Café da manhã impecável, com bastante variedades de pães,bolos e chás. Ressalto aqui o excelente atendimento prestado pelo funcionário do restaurante que gentilmente nos atendeu num dia em que não conseguimos jantar fora e o restaurante já havia encerrado as atividades, conseguimos que ele nos enviasse 2 sanduíches no quarto,que quando chegou mais parecia um banquete pela apresentação linda numa tábua de madeira. Gostaria também de agradecer a gentileza do funcionário responsável pelo café da manhã que em um dia que perdemos o horário, o mesmo gentilmente nos enviou café no quarto. Parabéns a todo o staff do hotel em especial ao gerente e ao funcionário que realizou nosso check in. Com toda a certeza foi nossa melhor experiência em gramado(já nos hospedamos outras vezes e há muitos anos consecutivos) e nos hospedaremos novamente numa próxima oportunidade. Obrigada por tudo!"
jan. de 2022,5,Irretocável,"O hotel tem um excelente atendimento, o staff é muito atencioso e prestativo. O café da manhã e o café oferecido aos finais de tarde possuem muitas opções, o quarto é amplo, limpo e muito bem decorado. Destacamos também a massagem que fomos presenteados, a Edivania é espetacular."
jan. de 2022,5,Magnífico em TUDO,"Esse hotel simplesmente é magnífico.  Uma estrutura incrível, tudo muito limpo, confortável e novo. Mais, o meu encantamento vai muito além da beleza em cada detalhe, vai no carinho da camareira que deixou todo os dias, mimos, biscoitos, mensagens, previsão do tempo, bichinhos de toalhas. A recepção foi de extrema perfeição quanta cordialidade e educação.. pessoal da limpeza é sensacional, pois estava tudo tão limpo que nem parecia um hotel. O café da manhã incrivelmente perfeito, garçons tão atenciosos e educados que parecia nos conhecer a anos, à e não posso me esquecer da comida, PERFEITA.. um dos melhores café da manhã que já experimentei. Fui aproveitar o SPA, e realmente aquela moça tem mãos de anjo..  Fiz um breve relato, pois se fosse escrever tudo ficaria muito grande, pois o hotel é PERFEITO, uma qualidade e atendimento que nunca vi em outro lugar !!! Obrigada por tamanha recepção e carinho com minha família. Retornarei sempre que eu puder !!!"
jan. de 2022,5,Excelente estadia com atendimento maravilhoso,"Nosso hotel de escolha em Gramado. Petfriendly de verdade, fomos sempre muito bem atendidos por todo o staff. Todos excepcionais, de verdade! Café da manhã delicioso. Pedimos serviço de quarto uma noite e a comida também estava uma delícia, com preço muito bom. Quarto grande, muito limpo. Pretendemos voltar durante o inverno desse ano."
jan. de 2022,5,Excelente!,"Atendimento excelente! Perfeito! Minha família precisou ficar mais tempo do que o previsto no Hotel por ter adoecido e toda equipe cuidou da gente com muito carinho e atenção. Toda a equipe foi sensacional conosco. Além disso, conforto, excelente qualidade dos alimentos e limpeza impecável."
jan. de 2022,5,Simplesmente maravilhoso!,"Fui com meu namorado passar o ano novo 2021/2022 simplesmente perfeito! Atendimento impecável, funcionários sempre solícitos,educados, café da manhã maravilhoso,como não houve fogos em gramado por conta da pandemia,o hotel providenciou fogos de artifício aos hóspedes por conta da festa de réveillon com ceia, porém como havíamos reservado um restaurante optamos por não participar, mas após o jantar, assistimos a queima de fogos e foi simplesmente inesquecível! Apenas faço uma ressalva que faria seria para as toalhas de banho que poderiam ser de melhor qualidade frente ao nível do hotel, porém nada que desabone a qualidade do hotel. Quarto extremamente confortável, cama muito boa,espaçosa,banheiro idem. Como estávamos em temporada de ano novo ao chegarmos no quarto haviam duas taças com uma garrafa de moscatel de presente, fora os outros mimos deixados pela camareira,como docinhos etc. Deixo também meu agradecimento a todo o staff em especial ao funcionário do restaurante que prontamente nos atendeu em um dia que não conseguimos sair para jantar fora, pedimos um sanduíche no quarto e a apresentação foi impecável. Meu agradecimento também ao funcionário responsável pelo café da manhã que gentilmente nos levou café no quarto num dia que perdemos o café da manhã. Com toda a certeza me hospedaria novamente no hotel numa próxima oportunidade."
jan. de 2022,5,Hotel Refúgio da Montanha,"Excelente hotel. Atendimento de todos os colaboradores impecável.  Localização muito boa.  Comida excelente e preço justo.  Café da manhã muito bom !!  Enfim, hotel e colaboradores nota 1000.  Voltaremos com certeza !!!"
jan. de 2022,4,Perfeito!,"O hotel refúgio da montanha tem uma ambientação moderna e aconchegante. Todos os funcionários são muito educados e simpáticos. Os quartos são muito confortáveis e o chuveiro é ótimo. O café da manhã e o chá da tarde (sim, CHÁ DA TARDE) são deliciosos e com opções variadas. O hotel também oferece bicicletas retrô (suuuper aesthetic) para passeios na cidade. Localização ótima. O único ponto que deixou a desejar foi a falta de uma piscina aquecida e sauna, mas não prejudicou em nada a nossa estadia, que foi perfeita. Definitivamente um dos melhores hotéis em gramado. Parabéns! :))"
jan. de 2022,5,Aconchegante e com um excelente atendimento aos hóspedes,"Hotel bem localizado e com equipe super atenciosa, em especial o funcionário Marcelo que nos recepcionou com grande simpatia. Tem uma linda decoração, o café da manhã é bem variado e com produtos fresquinhos. Oferecem mimos aos hóspedes, o que torna a estadia especial. Bike disponível para passeios. Vale muito a pena!"
jan. de 2022,5,Nota 1000,"Hotel maravilhoso, quarto muito confortável e espaçoso, ambiente sofisticado e muito limpo, atendimento perfeito, funcionários muito educados e atenciosos… recomendamos e já queremos voltar!!! Nota 1000"
dez. de 2021,5,excelente.,"Hotel muito confortável, ótimo serviço. funcionários muito atenciosos e prestativos. ótimo serviço de quarto. cama confortável. café da manhã maravilhoso. check in e check out sem problemas. hotel muito recomendado."
dez. de 2021,5,Perfeito,"Hotel maravilhoso, perfeição em cada detalhe...desde a recepção, com atendentes gentis e atenciosos em todos setores do hotel, além de mimos como massagem cortesia, café da tarde delicioso servido diariamente e à noite um docinho com msg e previsão do tempo do dia seguinte; até a saída com mimos para a viagem de retorno demonstram o cuidado que tem pelos hóspedes. O café da manhã foi muito bem servido, primando por produtos fresquinhos e de qualidade. Limpeza dos quartos tbém muito boa, com especial atenção para a camareira Luciane, sempre muito atenciosa. Única sugestão seria, pelo padrão superior do hotel, é que os travesseiros e as toalhas fossem de uma qualidade um pouco melhor, mas no mais tudo acima da média. Voltaremos com certeza."
dez. de 2021,5,Hotel maravilhoso,"Excelente hotel, novo, atendimento excepcional, parabéns para os funcionários Jeferson e Marcelo, pela cordialidade e simpatia!  Café da manhã delicioso e instalações impecáveis! Na recepção é servido espumante de excelente qualidade! Fora os mimos durante a estadia!"
dez. de 2021,5,"Estadia perfeita, voltaremos com certeza","O Hotel é maravilhoso e foi além das nossas expectativas, com muito cuidado e atenção aos hóspedes. O café da manhã é bem variado e sempre reposto pela equipe, além do chá da tarde que também é incluso na diária. A equipe da recepção sempre nos ajudou, dando as melhores indicações de restaurantes e atrações. Eles pensam em detalhes que fazem toda diferença. A começar pelo brinde de boas vindas com espumante. Além da perfeição na arrumação do quarto e da cama muito confortável. Eles ainda nos presentearem com uma massagem relaxante feita pela Edivania Lima, que me fez até dormir. Voltaremos com certeza a gramado e já temos nossa hospedagem garantida."
dez. de 2021,5,EXCELENTE,"passamos 5 dias inclusive os de Natal no hotel que nos surpreendeu em todos os sentidos, instalações, atendimento, café da manhã, ceia de Natal. Hotel novo, elegante, sem luxo exagerado. Nota 10. Voltaríamos sem duvida."
dez. de 2021,5,Espetacular!,"O Hotel cuida de você nos mínimos detalhes. Possui atendimento diferenciado, com funcionários prestativos, acomodações confortáveis, um restaurante agradável e disponibilidade de massagens e bicicletas aos hóspedes, de forma gratuita. Recomendo!"
dez. de 2021,5,Bom atendimento,"Hotel muito bem localizado, café da manhã e café da tarde delicioso, funcionários mais que especiais, a massagista é uma pessoa incrível , fomos muito bem atendidos do início ao fim das nossas férias, com toda certeza voltaremos para mais essa experiência incrível em gramado"
dez. de 2021,5,Amamos demais !!,"Pensem em um hotel SENSACIONAL ! Começa pela recepção , com vários mimos . Os funcionários todos muito educados e sempre disponíveis para ajudar . Os quartos , são maravilhoso , cama maravilhosa. O ambiente do hotel em sim é bastante lindo e aconchegante . São muito organizados e comprometidos em manter a qualidade do atendimento . O Nada a reclamar desse hotel ,  Somente elogios . Com certeza numa próxima oportunidade ficaremos nele novamente ."
dez. de 2021,5,Acolhedor e sofisticado,"Hotel sofisticado, acolhedor no atendimento, nos mimos e nos detalhes de decoração. Ceia de Natal farta, deliciosa com decoraçãode bom gosto. Experiência inesquecível que espero ter o prazer de repetir."
dez. de 2021,5,Perfeita!,"Absolutamente tudo impecável. Excelente atendimento e gastronomia. Nada a reclamar, apenas elogios. Boa localização, café da manhã, ceia, mimos, atendimento, jantar, limpeza, camareiras, mobiliário, decoração, música ao vivo, massagem.. nota mil!"
dez. de 2021,5,Hotel sensacional,"Ótimo Atendimento, café da manhã e chá da tarde imperdíveis. As acomodações muito limpas e tudo bem organizado!! Funcionários muito simpáticos e atenciosos, sempre com um sorriso no rosto!! Parabéns e um ótimo 2022."
dez. de 2021,5,Excelente,"O hotel fica razoavelmente perto do centro, dá para ir a pé com um pouquinho de esforço. Os quartos são limpos e espaçosos. Os colaboradores são muito atenciosos. Passamos meu aniversário lá e nos surpreenderam com um bolinho delicioso no quarto. Gostamos muito do café da manhã e do chá da tarde, tudo bem gostoso e variado. Voltaria com certeza!"
dez. de 2021,5,Melhor hotel!!!,"Foi o melhor hotel no qual já me hospedei!!! Toda equipe muito educada, são também muito atenciosos e prestativos! Café da manhã e chá da tarde impecáveis! No dia do meu check-in era meu aniversário e eles nos deram uma garrafa de champagne para comemorar, fizeram um bolinho e no outro dia ainda deixaram uma caixinha com bombons deliciosos no meu quarto! Recomendo muitoooo!!!"
dez. de 2021,4,Muito bom!,"O hotel é muito bom. Instalações novas, cama excelente, banheiro ótimo com excelente chuveiro, que esquenta super rápido.  Só não dei q nota máxima pelo café da manhã, que não condiz com o hotel. Opções limitadas, com muitos pães e bolos, sem opções de comidas saudáveis, como raizes por exemplo. O restaurante do hotel é ótimo, não entendi o porquê do café ser assim… Único ponto a melhorar ao meu ver."
dez. de 2021,5,Um sonho!,"Serviço e dependências impecáveis,  primor aos detalhes, excelente comida.  Hotel lindo na decoração e no carinho com o tratamento com seus hóspedes.    Muito feliz e agradecido com a atenção recebida.    Obrigado a família Refúgio da Montanha!"
dez. de 2021,5,Hotel Excelente!!!,"Desde a chegada até a saída tudo impecável. Atendimento de toda a equipe é excelente. Café da manhã variado e delicioso. Quartos amplos e bem higienizados.  Sem contar os mimos na chegada, durante a hospedagem e na saída. Muito atenciosos, sem dúvidas recomendo o hotel."
dez. de 2021,5,Amei esse hotel! Perfeito!,"Super indico! Tudo muito limpo, novo, quarto excelente e confortável, café da manhã impecável e funcionários maravilhosos!! Localização muito boa também! Somente coisas boas desse lugar! Música ao vivo nos finais de semana, ambiente maravilhoso!! Amei, amei!"
dez. de 2021,5,Hospedagem,"Estadia maravilhosa, atendimento excelente em os quistos, limpeza impecável. Recomendo quem quiser passar dias inesquecível em um maravilhoso hotel, me senti um pessoa muito especial pelo tratamento e de todos os funcionários do hotel."
dez. de 2021,4,Lua de mel,"Sobre o hotel e a cordialidade dos funcionários não temos do que reclamar. Apenas ficamos decepcionadas pois avisamos que estávamos viajando em lua de mel e esperávamos algum mimo no quarto, como de costume. Mas chegamos e não encontramos nada, isso foi um pouco frustrante. Depois que fiz um post em uma rede social, colocaram uma garrafa de espumante no quarto. Se tivessem feito isso no dia que chegamos, talvez não teríamos ficado tão decepcionados."
dez. de 2021,5,Ferias,"Excelente atendimento, quartos, café e funcionários. Localização de fácil acesso, próximo do centro e de alguns roteiros que são mais afastados da cidade. Restaurante com boas opções de refeições e deliciosos."
dez. de 2021,5,Perfeito,"Foi tudo muito lindo, não tenho ponto nenhum para dizer o contrário. Todo atendimento, comida, serviço foi tudo perfeito. Minha esposa e eu nos sentimos muito bem recebidos. As limpezas dos quartos sempre impecáveis."
dez. de 2021,5,Ótimo Hotel,"Muito bom, desde a chegada até a saída! Ótimo tratamento para o pet (o nosso não é pequeno) e conosco. Empenho e cuidado nos detalhes. Acomodação muito boa. Localização possibilitou boas caminhadas. Recomendo e voltaremos."
dez. de 2021,5,Perfeição,"Hotel aconchegante, tratamento super vip, funcionários educados e prestativos. Café da manhã farto. Servem como cortesia um chá da tarde em mesa posta super caprichado. Limpeza impecável. O hotel é estilo hotel boutique, com estrutura e serviços pensando sempre no bem estar e conforto do hospede. Viajei com um bebê e precisei dos serviço da cozinha tarde da noite e eles me atenderam prontamente. Nada a reclamar, expectativas superadas. O hotel entregou mais do que prometeu."
dez. de 2021,5,Um lugar para voltar,"Atendimento excelente, muito cuidado e atenção com cada um de nós. Aquele chá da tarde foi inspirador, passou a ser o encontro da família, saíamos para passear e curtir a cidade, mas voltávamos para ""aquele"" momento de confraternização."
dez. de 2021,5,Hotel refúgio da montanha,"Excelente atendimento e recepção  Ótima estada  Lugar aconchegante  Quarto Excelente  Boa localização  Além das cortesias recebidas.  Super indico esse hotel para famílias, amigos, casais ou até mesmo a sós!"
dez. de 2021,5,Gramado,"Quanto ao hotel, simplesmente perfeito!  Gramado é segura e tem um clima muito agradável e, embora tenhamos alugado um carro, gostamos muito de visitar os pontos turísticos de bicicleta que o próprio hotel disponibiliza. É uma ótima pedida para evitar o trânsito das altas temporadas."
dez. de 2021,5,Um dos melhores hotéis que já fiquei,"O hotel superou totalmente minhas expectativas, que já eram altíssimas. Os funcionários são muito atenciosos e o hotel é excelente. As instalações são incríveis. Com certeza voltarei a me hospedar!!!!"
dez. de 2021,5,Maravilhoso,"Hotel maravilhoso. Funcionários atenciosos, prestativos e educados. Tudo limpo, confortável, comida boa, lanche da tarde muito bom. Massagem boa. Recomendamos demais, as instalações são ótimas... Perfeito!"
dez. de 2021,5,"Hotel perfeito, excelente atendimento.","O hotel é excelente, ótimas instalações e vista. A equipe de atendimento é sempre prestativa e muito educada. O café da manhã é ótimo com várias opções e no fim da tarde eles oferecem um chá da tarde cortesia também muito bom. O hotel nos surpreendeu positivamente, melhor do que imaginávamos."
dez. de 2021,5,Bom hotel e equipe atenciosa,"Hotel bem confortável, com boa localização e equipe bem atenciosa. Café com boas opções também e ainda serviam um chá da tarde incluso na tarifa, tem opção de vista para cidade ou para um bosque, muito bom."
dez. de 2021,5,Viagem em família,"Fantástico o Hotel!!! Super atenciosos, prestativo, serviço excelente!!! Café excelente!!! Conforto dos quartos também!!! Super indico e pretendo voltar lá!    Vou indicar para amigos , pois vale muito a pena conhecer"
dez. de 2021,5,Hospedagem excelente,"Experiência maravilhosa com a família!!! Todos no hotel estão de parabéns!!! Café muito bom! Quartos super confortáveis. Adoramos!!! Super indico!!! Vale a pena    Localização muito boa, vista legal, serviço excelente!!!  Pretendo voltar em breve com a família"
dez. de 2021,5,Uma experiência irretocável,"O hotel refúgio da montanha é belíssimo, tem uma excelente estrutura e atende a todos os requisitos que esperamos de um hotel de luxo.  Mas o que me chamou atenção foi com certeza o mimo com os hóspedes, serviços adicionais (lanche da tarde, bicicleta, biscoitinhos no final do dia, cartão com frases carinhosas, até uma massagem). Tudo isso sem cobrar a mais, percebe-se a necessidade de fazer com que o hóspede se sinta especial, eu me senti! Nós agradecemos tanta presteza e acolhimento."
dez. de 2021,5,Hotel sensacional,"Estrutura e atendimento impecável. Nos últimos dias de estadia é que fui descobrir que o hotel está entre os melhores do Brasil. Justificável pelo fato de possuirem funcionários atenciosos, café da manhã farto, limpeza e serviço de quarto perfeito. Recomendo a todos!"
dez. de 2021,5,"Hospedagem fantástica, tratamento de primeira e com mimos diários. Toda a equipe muito educada e prestativa!","Desde o checkin a experiência foi excelente, brinde com espumante, mimos no quarto e atendimento excepcional. O gerente Daniel realmente se preocupa com o cliente. Café da manhã maravilhoso, chá da tarde e happy hour. Hotel em excelentes condições e localização muito boa em local tranquilo e ao mesmo tempo próximo de tudo. Super recomendo!"
dez. de 2021,5,Lugar lindo,"Perfeito, amei o lugar, tem um ar aconchegante Além de lindo e espetácular o lugar, o serviço de quarto muito bom, a vista do meu quarto maravilhoso, e os mimos outra coisa q amei.  Super indico e quando eu vim novamente, irei ficar no refuio da montanha.  Muito obrigada a todos da equipe do hotel."
dez. de 2021,5,SENSACIONAL!!!,"Excelente localização, acomodações amplas e bem equipadas, café da manhã com variedade e qualidade, chá da tarde completo e a Equipe...ah que Equipe!!! Atenciosos, cordiais, conscientes da importância do seu trabalho, superaram nossas expectativas. Voltaremos, com certeza!"
dez. de 2021,5,Avaliação,"Adorei o hotel, acolhimento por todos excelente .. confortável - charmoso -com um divino café da manhã e um chá da tarde muito fino... com uma ótima recepção . a comida de primeira - vou recomendar para amigos e familiares."
dez. de 2021,5,Um passeio dos sonhos,"Excelente atendimento, instalações sensacionais, cozinha perfeita, localizaçao otima. Funcionários educados e atenciosos, quarto e banheiros limpos e muito bem organizados. Entrada muito aconchegante, serviço de bar e restaurante sem igual."
dez. de 2021,5,Hotel perfeito!,"Um lugar incrível, com muito aconchego e cuidado. Equipe extremamente atenciosa e querida. Adoramos receber os bilhetinhos de boa noite no quarto, acompanhados de mimos deliciosos. Desde a chegada até a partida, fomos recebidas com muita atenção. Foi tudo perfeito!"
dez. de 2021,5,Maravilhoso!!,"O melhor hotel que já ficamos! Perfeito ! Excelente atendimento dos funcionários, limpeza, café da manhã e lanche apetitosos demais!! Super recomendamos! A localização também é ótima, facilitando muito a viagem!"
dez. de 2021,5,Hotel maravilhoso,"Hotel é muito lindo, além de ter funcionários extremamente educados e solícitos! Café da manhã e café da tarde deliciosos! Além disso, eles servem espumante durante a sua estada e petiscos com bilhetes no quarto. Super recomendo e voltaria mais vezes!"
dez. de 2021,5,Excelente estadia,"Hotel bem estruturado. Café da manhã bem variado e oferecem chá da tarde, quase outro café da manhã. Além disso, sempre dão muitos mimos aos hóspedes (brinde na chegada, massagem, previsão diária no tempo e biscoitinhos). Não bastasse tudo isso, o hotel é bem localizado e o pessoal é super atencioso."
nov. de 2021,5,Impecável,"Recomendo a escolha e hospedagem. Equipe muito educada, cordial e disposta a sempre bem atender. Hotel com estrutura limpa, moderna e acolhedora. Quartos em tamanho adequado e bastante atualizados. Desfrutamos de agradáveis momentos em família e não tivemos nenhuma reclamação."
nov. de 2021,5,Surpreendeu em todos os sentidos,"Ao escolher o hotel por indicação de um agente de turismo, ficamos receosos que fosse um pouco longe mas na expectativa de um hotel muito bom, e de fato, nos surpreendeu! Logo na chegada, os recepcionistas muito simpaticos e solicitos. Haviam reservado um quarto conjugado para nós, mas que infelizmente estava ocupado e não pudemos ficar. Mas não foi um problema, prontamente nos colocaram em apartamentos lado a lado e ficou tudo certo. Fomos surpeendidos por dois vouchers de 20min de massagem relaxante de cortesia. Os quartos são bem espaçosos para um casal e duas crianças, com mobiliários modernos, lençois e toalhas novos e macios. A ducha do banheiro é muito boa. O serviço de quarto funciona muito bem, sempre rápidos para atender. O restaurante do hotel nos surpreendeu também em qualidade e preço justo. Café da manhã super variado e delicioso, tem de tudo! Providenciaram um bolinho e deram uma garrafa de espumante de cortesia para um de nossos familiares que estava de aniversário. O hotel tem uma pequena academia e uma brinquedoteca que atendeu super bem as crianças. A massagem relaxante da Vania foi incrivel. E para fechar com chave de ouro, ainda nos entregaram na saída do hotel kits de viagem com água e maçãs. Certamente recomendo e me hospedarei lá novamente."
nov. de 2021,5,Excelente,"Hotel refúgio da montanha é excelente, as acomodações são aconchegantes, limpas, o atendimento dos funcionários impecável e o café da manhã excepcional. Com certeza o melhor hotel de gramado. Nota 1000"
nov. de 2021,5,Hotel Perfeito!!!,"Amamos tudo, atendimento, café da manhã, conforto, decoração, limpeza. Sem falar nas cortesias, ganhamos massagens no SPA que tem no Hotel com a Edvania que e um amor. O Hotel tem um diferencial que e o chá da tarde, cheio de quitutes maravilhosos. Concerteza voltaremos."
nov. de 2021,5,HOTEL REFUGIO DA MONTANHA NOTA 10!,"Fiquei muito satisfeito com hotel, o tratamento na chegada foi demais, a decoração de natal estava muito lindo. o quarto é muito lindo e a vista da janela para a vegetação é demais, faz com que o quarto fique privativo com a cortina aberta e ao mesmo tempo aconchegante, a roupa da cama e de banho de primeira qualidade, com diversas opções de travesseiros para todos os gostos! o chinelo e o guarda-chuva foram muito uteis na minha estadia! a ducha é uma delicia, melhor banho! o café da manhã estava um luxo, com fartura e bastante mimo para os hospedes, sem contar a organização da mesa com talheres e louças de primeira qualidade. o chá da tarde estava quase igual o do café da manhã, fiquei surpresa! as cortesias estavam uma delicia, sem contar a cortesia de massagens nos pés, muito bem pensado para aliviar o stress do avião, sem contar a eduacação da massagista! todos os funcionários são treinados para oferecer o melhor para nós hospedes, incluindo o serviço de manobrista. fiquei muito feliz, e espero voltar o mais rápido!!! muito obrigado a todos os funcionários do hotel refúgio da montanha pelo dias de hospedagem, espero que continue assim para melhor!"
nov. de 2021,5,Errrrrrrpetacular,"Hotel com excelente funcionários. Recepção impecável. Café da manhã maravilhoso além de oferecer um chá da tarde preparado com muito carinho. Com certeza retornarei quando voltar a Gramado. Atenção não faltou, toda noite um mimo era deixado no quarto."
nov. de 2021,5,Hotel Incrível de todas as formas,"Eu amei cada minuto no hotel. Além de lindo, tem funcionários extremamente simpáticos, café da manhã muito saboroso, fresquinho com bastante variedade. Não costumo comer em hotel mas devido a minha chegada ser tarde, resolvi pedir um lanche e estava maravilhoso superando minhas expectativas. Em um dos dias de passeio resolvi voltar mais cedo para passar o final de tarde relaxando e fui convidada para um café da tarde maravilhoso. Todas as noites recebemos mimos do hotel, faz com que a gente se sinta realmente especial já que tudo passa tão rápido. O quarto estava super limpo, bem aquecido, bem decorado as camas são bem confortáveis. Ah, pra fechar com chave de ouro ganhamos na nossa saída um kit viagem. Eu pretendo voltar em breve pra Gramado e não consigo pensar em motivo algum para ficar em outro lugar a não ser no hotel Refúgio da Montanha, eles colaboraram demais pra tornar tudo tão incrível. Eu amei, recomendo e vou voltar."
nov. de 2021,5,Maravilhosa,"Nos hospedamos por 4 dias no Hotel Refúgio da Montanha em Gramado e a experiência foi incrível. Da recepção a camareira todos tratam com tanto carinho que deixou saudades e vontade de retornar. O recepcionista Marcelo é um funcionário excepcional, muito atencioso s prestativo. Valeu equipe do refúgio...um dia retornaremos ."
nov. de 2021,5,"Excelente hotel, excelente equipe, tudo maravilhoso!!! Sem defeitos.cafe da manhã espetacular! Serviço de manobrista top","Excelente hotel, um dos melhores que já fui. Serviço de 5 estrelas do café, a limpeza, educação, manobrista, quartos, camas, educação e comunicação. Perfeita estadia para família, casal e solteiros. Indicado para qualquer situação. Preço justo e bem investido."
nov. de 2021,4,"Otimo hotel, novo e confortável","O hotel é lindo, super novo e com uma boa localização (fica a uns 15-20 min a pé do centro). Ele inclui café da manhã e café da tarde na diária, ambos de excelente qualidade. No café da manhã preparam omeletes e tapiocas na hora. Tem grande variedade de Paes, bolos, frutas, frios e salgados e doces, com um ótimo atendimento.    O quarto é grande, muito espaçoso e com uma excelente cama, além de um chuveiro com ótima pressão para tomar banho.    Os meninos da recepção são excepcionais, atendimento impecável e educação sem tamanho. Todos foram muito gentis e cordiais, e nos ajudaram com todas as dúvidas, deram dicas de passeios, vouchers de desconto para alguns ingressos. O Marcelo, que ficava no período da noite, foi o que mais se destacou.    Porém, apesar do hotel ser maravilhoso, também tem alguns pontos a melhorar: a arrumação do quarto deixou a desejar, a pessoa apenas tirava o lixo e arrumava a cama, deixando o quarto bem bagunçado e um pouco sujo (algumas partes do chão estavam sujas desde antes da chegada é assim continuaram por toda a estadia). Outro ponto que não minha opinião é muito negativo é a TV, que não condiz com um hotel de alto padrão com os preços que cobram. É uma TV que não é Smart, não acessa a internet e tem pouquíssimos canais para os hóspedes acessarem. Na nossa estadia pegamos dois dias de tempo horrível e simplesmente não tinha o que fazer, pois não conseguíamos assistir a quase nada da TV. Além disso; a acústica do quarto é ruim. O quarto ao lado do nosso ficava arrastando móveis e fazendo barulho até muito tarde e começavam muito cedo, e ouvíamos absolutamente tudo.    Em resumo, a estadia foi ótima, mas alguns pontos podem melhorar."
nov. de 2021,5,Natal luz gramado é no Hotel Refúgio da Montanha Gramado,"O hotel oferece tudo de melhor para os hóspedes, desde a chega no hotel até a saída. Os quartos são novos, completo e muito bonito. O café da manhã e da tarde é muito gostoso e com vários mimos para os hóspedes, vale a pena! Todos os funcionários são muito educados e treinados para o melhor atendimento. O banheiro social do hotel é lindo! Considero o Hotel como 5 estrelas!"
nov. de 2021,5,Natal Luz 2021 - Hotel refúgio na montanha,"Hotel excelente, atendimento espetacular, café da manhã fenomenal. Tem brinde de boas vindas, e kit viajem (sensacional).  O tamanho do quarto é ótimo, ficamos na suíte luxo e realmente é um luxo e com vista para frente do hotel."
nov. de 2021,5,Excelente!,"Adoramos a estrutura, tudo muito limpo, confortável, todos da equipe muito atenciosos! Cuidam muito bem de todos os detalhes. E localização excelente. Achamos um excelente custo x beneficio.    Voltaríamos com certeza!"
nov. de 2021,5,Excelente,"O Hotel é excelente. Serviço maravilhoso, quarto espaçoso, extremamente limpo. Cafe da manhã delicioso e localização ótima . Voltaremos com certeza. Fomos muito bem atendidos em todas as areas do hotel. Tem um happy hour muito legal."
